seller_id;seller_reputation+power_seller_status;seller_reputation+level_id;years_antiquity;seller_reputation+metrics+sales+period;n_items;n_subcategories;sold_items;mean_intallments;q10_discount;q50_discount;q90_discount;total_transactions;completed_transactions;canceled_transactions;negative_rating;neutral_rating;positive_rating;total_claims;total_delayed_shipments;total_cancellations;gold_pro;gold_special;label
1066358;Not_medal;5_green;16.59958932238193;60 days;1;1;2;12.0;0.0;0.0;0.0;1183;1111;72;0.01;0.02;0.97;0;0;0;1.0;0.0;9
3637758;gold;5_green;16.372347707049965;60 days;1;1;5;36.0;0.0;0.0;0.0;3083;2930;153;0.04;0.0;0.96;3;0;0;0.0;1.0;0
4944181;Not_medal;5_green;11.356605065023956;60 days;1;1;0;36.0;9.999999999999998;9.999999999999998;9.999999999999998;357;324;33;0.09;0.0;0.91;0;2;0;0.0;1.0;1
6818277;silver;5_green;16.216290212183434;60 days;1;1;5;36.0;0.0;0.0;0.0;364;355;9;0.0;0.21;0.79;1;0;0;0.0;1.0;5
8019088;gold;5_green;21.347022587268995;60 days;2;1;51;36.0;0.5000060556229147;2.5000302781145733;4.5000545006062325;5502;5070;432;0.06;0.04;0.9;10;16;0;0.0;1.0;0
13017487;gold;5_green;11.477070499657769;60 days;1;1;500;36.0;0.0;0.0;0.0;7442;7205;237;0.01;0.01;0.98;4;2;1;0.0;1.0;0
19576477;platinum;5_green;15.964407939767282;60 days;10;2;94;36.0;0.0;0.0;0.0;18570;17430;1140;0.08;0.06;0.86;90;30;10;0.0;1.0;4
20081454;Not_medal;4_light_green;15.912388774811772;60 days;4;1;15;36.0;0.0;2.500000000000002;5.000000000000004;3512;3228;284;0.02;0.01;0.97;0;0;0;0.0;1.0;8
25344303;Not_medal;5_green;13.201916495550993;60 days;1;1;1;36.0;35.0;35.0;35.0;530;508;22;0.02;0.0;0.98;0;2;0;0.0;1.0;1
26207029;platinum;5_green;13.152635181382614;60 days;2;1;505;36.0;0.0;0.0;0.0;40416;38560;1856;0.04;0.07;0.89;96;66;16;0.0;1.0;4
29242781;silver;5_green;19.66324435318275;60 days;2;1;4;36.0;0.0;0.0;0.0;1452;1410;42;0.01;0.02;0.97;0;0;0;0.0;1.0;5
29920482;platinum;5_green;15.88227241615332;60 days;3;1;259;36.0;3.0000000000000004;15.000000000000002;18.999999999999996;22212;20979;1233;0.05000000000000001;0.03;0.92;21;18;3;0.0;1.0;4
32109084;Not_medal;5_green;12.799452429842573;365 days;1;1;5;36.0;5.000000000000004;5.000000000000004;5.000000000000004;172;157;15;0.14;0.0;0.86;1;5;0;0.0;1.0;3
38452655;Not_medal;3_yellow;15.723477070499658;60 days;2;1;10;12.0;0.0;0.0;0.0;3156;2836;320;0.08;0.03;0.89;12;16;0;1.0;0.0;9
42298595;gold;5_green;15.493497604380561;60 days;4;2;510;36.0;0.0;0.0;0.0;19076;18204;872;0.05;0.03;0.92;36;68;40;0.0;1.0;0
44309601;Not_medal;4_light_green;19.290896646132786;365 days;1;1;1;36.0;0.0;0.0;0.0;42;31;11;0.05;0.07;0.88;0;0;0;0.0;1.0;8
44664184;silver;5_green;15.299110198494182;60 days;4;3;3;36.0;0.0;0.0;0.0;8028;7360;668;0.04;0.01;0.95;0;0;0;0.0;1.0;5
44702939;Not_medal;5_green;15.293634496919918;60 days;1;1;5;12.0;0.0;0.0;0.0;83;80;3;0.0;1.0;0.0;1;1;0;1.0;0.0;9
45759375;Not_medal;5_green;12.303901437371664;365 days;3;1;10;36.0;0.0;0.0;0.0;261;225;36;0.03;0.02;0.9499999999999998;3;3;0;0.0;1.0;3
49907902;Not_medal;5_green;15.017111567419576;365 days;1;1;25;12.0;0.0;0.0;0.0;47;45;2;0.0;1.0;0.0;0;0;0;1.0;0.0;6
50557397;platinum;5_green;14.978781656399725;60 days;1;1;2;36.0;0.0;0.0;0.0;10268;9803;465;0.03;0.02;0.95;9;3;1;0.0;1.0;4
51723829;gold;5_green;12.131416837782341;60 days;2;1;6;36.0;1.5000000000000002;7.500000000000001;13.500000000000002;7102;6586;516;0.07;0.04;0.89;10;2;2;0.0;1.0;0
51982422;gold;5_green;14.885694729637235;60 days;1;1;3;36.0;5.000000000000004;5.000000000000004;5.000000000000004;2491;2417;74;0.0;0.0;1.0;0;0;0;0.0;1.0;0
52392766;platinum;5_green;12.112251882272416;60 days;2;2;10;36.0;2.2234574763757644;11.117287381878821;20.01111728738188;118770;114894;3876;0.02;0.02;0.96;112;48;26;0.0;1.0;4
53544867;silver;5_green;14.77618069815195;60 days;1;1;50;36.0;0.0;0.0;0.0;1235;1173;62;0.05;0.01;0.94;0;5;1;0.0;1.0;5
54932662;silver;5_green;14.680355920602327;60 days;1;1;500;12.0;5.0035087719298215;5.0035087719298215;5.0035087719298215;3603;3446;157;0.06;0.0;0.94;1;0;0;1.0;0.0;2
55477565;platinum;5_green;15.43874058863792;60 days;4;3;2000;36.0;0.0;2.500000000000002;5.0004389815627786;113380;108048;5332;0.01;0.01;0.98;116;16;0;0.0;1.0;4
56247344;platinum;5_green;14.680355920602327;60 days;4;2;656;36.0;15.600690490659366;17.000389559797423;22.600116867939228;17416;16272;1144;0.03;0.01;0.96;24;16;16;0.0;1.0;4
61338999;platinum;5_green;14.507871321013004;60 days;1;1;5;36.0;0.0;0.0;0.0;4348;4081;267;0.06;0.01;0.93;3;1;4;0.0;1.0;4
61678362;platinum;5_green;19.091033538672143;60 days;3;2;303;36.0;0.0;0.0;28.07017543859649;150180;145125;5055;0.03;0.02;0.9499999999999998;129;411;9;0.0;1.0;4
65236757;Not_medal;5_green;14.28062970568104;365 days;2;1;3;36.0;0.5000008771945219;2.5000043859726095;4.500007894750698;390;358;32;0.03;0.01;0.96;6;6;0;0.0;1.0;3
66208468;platinum;5_green;11.813826146475018;60 days;5;2;1250;36.0;0.0;0.0;0.0;290540;270060;20480;0.13;0.03;0.8400000000000001;840;700;490;0.0;1.0;4
69220783;Not_medal;5_green;11.715263518138261;60 days;1;1;50;12.0;0.0;0.0;0.0;308;288;20;0.04;0.02;0.94;1;4;0;1.0;0.0;9
73243604;platinum;5_green;18.850102669404517;60 days;25;1;52;36.0;0.0;0.0;0.0;99550;92450;7100;0.0;0.0;1.0;50;50;0;0.0;1.0;4
73942093;Not_medal;5_green;14.119096509240247;365 days;1;1;5;36.0;0.0;0.0;0.0;361;326;35;0.07;0.02;0.91;7;27;5;0.0;1.0;3
74858296;Not_medal;5_green;14.08350444900753;365 days;6;1;70;36.0;0.0;0.0;0.0;864;762;102;0.42;0.0;0.58;12;60;6;0.0;1.0;3
76359270;gold;5_green;18.611909650924023;60 days;1;1;3;36.0;0.0;0.0;0.0;3742;3622;120;0.03;0.02;0.95;2;6;0;0.0;1.0;0
76502426;silver;5_green;14.039698836413416;60 days;8;1;38;36.0;0.0;0.0;0.0;13256;12424;832;0.03;0.02;0.95;0;0;0;0.0;1.0;5
79787395;gold;5_green;18.1492128678987;60 days;1;1;5;36.0;0.0;0.0;0.0;2483;2371;112;0.02;0.02;0.96;0;4;0;0.0;1.0;0
81193263;Not_medal;4_light_green;13.900068446269678;365 days;1;1;5;12.0;0.0;0.0;0.0;54;39;15;0.31;0.0;0.69;0;0;0;1.0;0.0;6
81213245;platinum;5_green;13.897330595482547;60 days;5;2;2250;12.0;0.0;0.0;0.0;108955;104515;4440;0.04;0.03;0.93;125;5;85;1.0;0.0;2
82511148;Not_medal;5_green;17.883641341546884;365 days;1;1;1;36.0;0.0;0.0;0.0;151;139;12;0.0;0.02;0.98;4;4;0;0.0;1.0;3
84818143;Not_medal;5_green;13.754962354551678;60 days;1;1;500;12.0;0.0;0.0;0.0;5683;5449;234;0.02;0.01;0.97;6;9;0;1.0;0.0;9
85062679;silver;5_green;13.735797399041752;60 days;4;1;0;36.0;0.0;0.0;0.0;5112;4724;388;0.04;0.02;0.94;4;8;4;0.0;1.0;5
85938218;Not_medal;5_green;13.681040383299111;365 days;1;1;3;36.0;5.000000000000004;5.000000000000004;5.000000000000004;65;63;2;0.0;0.01;0.99;1;0;1;0.0;1.0;3
90967236;Not_medal;5_green;13.593429158110883;60 days;1;1;500;12.0;0.0;0.0;0.0;2589;2499;90;0.01;0.01;0.98;1;0;0;1.0;0.0;9
91896930;platinum;5_green;17.26488706365503;60 days;3;3;125;36.0;12.2;13.0;14.6006509357201;116404;109035;7369;0.11;0.03;0.86;204;333;216;0.0;1.0;4
92603195;silver;5_green;17.193702943189596;60 days;1;1;25;12.0;0.0;0.0;0.0;1904;1785;119;0.14;0.03;0.83;0;0;0;1.0;0.0;2
94904012;gold;5_green;13.516769336071183;60 days;2;2;1;36.0;0.0;0.0;0.0;10348;9580;768;0.08;0.02;0.9;0;0;0;0.0;1.0;0
98962280;Not_medal;5_green;11.734428473648187;365 days;1;1;5;36.0;0.0;0.0;0.0;148;133;15;0.14;0.0;0.86;1;0;1;0.0;1.0;3
99518111;silver;5_green;12.895277207392198;60 days;1;1;25;36.0;0.0;0.0;0.0;1053;1019;34;0.02;0.01;0.97;1;2;1;0.0;1.0;5
108866681;platinum;5_green;11.137577002053389;60 days;1;1;5;36.0;0.0;0.0;0.0;4863;4728;135;0.03;0.02;0.95;4;2;3;0.0;1.0;4
112320549;Not_medal;5_green;11.066392881587953;60 days;1;1;5000;12.0;6.000759589821492;6.000759589821492;6.000759589821492;3108;2946;162;0.03;0.01;0.96;2;1;2;1.0;0.0;9
116598672;Not_medal;5_green;10.885694729637235;60 days;3;1;755;36.0;0.0;0.0;0.0;26790;25104;1686;0.07;0.05000000000000001;0.88;87;105;6;0.0;1.0;1
117917967;silver;5_green;10.85284052019165;60 days;1;1;1;36.0;0.0;0.0;0.0;1051;963;88;0.1;0.04;0.86;1;8;0;0.0;1.0;5
118755799;gold;5_green;10.822724161533197;60 days;1;1;5;36.0;0.0;0.0;0.0;3661;3505;156;0.04;0.02;0.94;2;1;0;0.0;1.0;0
120405736;gold;5_green;10.757015742642025;60 days;1;1;1;36.0;0.0;0.0;0.0;4806;4200;606;0.09;0.04;0.87;9;9;0;0.0;1.0;0
125844433;platinum;5_green;10.666666666666666;60 days;2;2;1000;36.0;6.700000000000004;13.5;20.299999999999997;40532;39042;1490;0.02;0.02;0.96;32;14;4;0.0;1.0;4
127637522;gold;5_green;10.600958247775496;60 days;1;1;150;36.0;0.0;0.0;0.0;3372;3204;168;0.05;0.04;0.91;6;18;1;0.0;1.0;0
130225743;gold;5_green;10.469541409993155;60 days;1;1;500;12.0;5.000000000000004;5.000000000000004;5.000000000000004;21507;20599;908;0.04;0.02;0.94;25;8;0;1.0;0.0;7
130945868;silver;5_green;10.428473648186174;60 days;1;1;0;36.0;0.0;0.0;0.0;632;603;29;0.0;0.0;1.0;1;1;0;0.0;1.0;5
132368701;Not_medal;5_green;10.349075975359343;365 days;1;1;0;36.0;0.0;0.0;0.0;322;289;33;0.07;0.0;0.93;9;30;5;0.0;1.0;3
132406771;gold;5_green;10.346338124572211;60 days;1;1;100;36.0;0.0;0.0;0.0;2402;2249;153;0.02;0.01;0.97;1;0;0;0.0;1.0;0
134165426;platinum;5_green;10.250513347022586;60 days;3;2;60;36.0;0.0;0.0;0.0;11976;11475;501;0.01;0.02;0.9700000000000001;3;0;6;0.0;1.0;4
134920461;Not_medal;5_green;10.212183436002737;60 days;2;1;4;36.0;5.000000000000004;5.000000000000004;5.000000000000004;2114;1962;152;0.07;0.03;0.9;0;2;4;0.0;1.0;1
135462891;platinum;5_green;10.184804928131417;60 days;1;1;500;36.0;18.999999999999993;18.999999999999993;18.999999999999993;2300;2206;94;0.08;0.04;0.88;1;21;1;0.0;1.0;4
136077856;Not_medal;5_green;10.151950718685832;60 days;4;3;57;30.0;0.0;0.0;3.500000000000004;984;916;68;0.0;0.0;1.0;0;24;0;0.25;0.75;1
136472201;Not_medal;5_green;10.132785763175907;365 days;1;1;0;36.0;0.0;0.0;0.0;300;289;11;0.0;0.0;1.0;0;6;1;0.0;1.0;3
138449369;platinum;5_green;10.03422313483915;60 days;51;1;142;36.0;0.0;0.0;0.0;217872;201246;16626;0.09;0.01;0.9;357;204;459;0.0;1.0;4
139705540;platinum;5_green;9.987679671457906;60 days;4;1;600;36.0;0.0;2.5000880622776442;6.400333013477286;98424;95264;3160;0.01;0.01;0.98;44;32;4;0.0;1.0;4
140471051;silver;5_green;9.952087611225188;60 days;1;1;5;36.0;0.0;0.0;0.0;925;904;21;0.02;0.03;0.95;0;3;0;0.0;1.0;5
142631552;Not_medal;5_green;9.853524982888432;365 days;1;1;0;36.0;0.0;0.0;0.0;67;65;2;0.0;0.0;1.0;0;0;0;0.0;1.0;3
143466911;gold;5_green;9.817932922655714;60 days;2;1;75;36.0;0.0;0.0;0.0;3834;3714;120;0.0;0.01;0.99;2;2;0;0.0;1.0;0
144204575;silver;5_green;9.782340862422998;60 days;1;1;0;36.0;0.0;0.0;0.0;1915;1811;104;0.0;0.01;0.99;2;7;0;0.0;1.0;5
145328341;platinum;5_green;9.730321697467488;60 days;8;2;13000;36.0;0.0;0.0;0.0;260368;253704;6664;0.02;0.01;0.97;136;96;8;0.0;1.0;4
145886729;gold;5_green;9.702943189596168;60 days;1;1;5;36.0;0.0;0.0;0.0;3157;2918;239;0.0;0.0;1.0;0;0;4;0.0;1.0;0
146308181;Not_medal;5_green;9.681040383299111;60 days;3;1;0;36.0;0.0;0.0;0.0;2208;2025;183;0.03;0.03;0.94;6;3;0;0.0;1.0;1
147458773;platinum;5_green;9.626283367556468;60 days;3;3;11;36.0;0.0;0.0;15.529411764705882;89970;86469;3501;0.04;0.03;0.93;135;33;15;0.0;1.0;4
147716948;platinum;5_green;9.61533196440794;60 days;2;1;50;36.0;0.0;0.0;0.0;12876;12170;706;0.05;0.03;0.92;18;18;0;0.0;1.0;4
152363000;Not_medal;5_green;9.374401095140314;60 days;3;2;10;36.0;0.0;0.0;0.0;2523;2373;150;0.03;0.02;0.9499999999999998;3;6;0;0.0;1.0;1
153050165;Not_medal;5_green;9.338809034907598;365 days;1;1;0;36.0;0.0;0.0;0.0;81;76;5;0.0;0.0;1.0;0;4;0;0.0;1.0;3
154625863;gold;5_green;9.259411362080767;60 days;1;1;500;12.0;15.000000000000002;15.000000000000002;15.000000000000002;5043;4868;175;0.0;0.0;1.0;1;0;0;1.0;0.0;7
155148681;Not_medal;4_light_green;9.229295003422314;365 days;2;2;0;36.0;0.0;0.0;0.0;632;538;94;0.19;0.04;0.77;0;0;0;0.0;1.0;8
158345011;Not_medal;5_green;9.067761806981519;60 days;1;1;25;12.0;0.0;0.0;0.0;94;90;4;0.0;0.0;1.0;1;0;0;1.0;0.0;9
160465984;silver;5_green;8.974674880219029;60 days;1;1;25;36.0;14.000000000000002;14.000000000000002;14.000000000000002;4463;4194;269;0.04;0.0;0.96;6;2;0;0.0;1.0;5
162681369;platinum;5_green;8.873374401095141;60 days;44;2;3764;36.0;26.86022682793173;36.37881843107699;47.854021622027375;988064;941072;46992;0.029999999999999995;0.02;0.95;1144;440;132;0.0;1.0;4
168574945;Not_medal;5_green;8.63791923340178;60 days;1;1;5;36.0;0.0;0.0;0.0;1542;1452;90;0.05;0.06;0.89;9;12;0;0.0;1.0;1
173111357;platinum;5_green;8.457221081451062;60 days;4;2;2000;36.0;0.0;0.0;3.50175087543772;68324;65600;2724;0.02;0.01;0.97;0;12;0;0.0;1.0;4
173468091;gold;5_green;8.4435318275154;60 days;1;1;500;36.0;0.0;0.0;0.0;2036;1985;51;0.01;0.04;0.95;3;1;0;0.0;1.0;0
176837259;platinum;5_green;8.303901437371664;60 days;1;1;150;36.0;23.678559519839947;23.678559519839947;23.678559519839947;2975;2860;115;0.01;0.01;0.98;5;5;0;0.0;1.0;4
177739182;gold;5_green;8.268309377138946;60 days;6;2;95;36.0;0.0;0.0;0.0;34800;32394;2406;0.10000000000000002;0.05000000000000001;0.85;36;6;0;0.0;1.0;0
178562922;platinum;5_green;8.238193018480493;60 days;7;4;163;36.0;0.0;0.0;0.0;278719;262339;16380;0.05;0.03;0.92;518;588;679;0.0;1.0;4
179156149;Not_medal;5_green;8.213552361396303;365 days;1;1;5;36.0;0.0;0.0;0.0;14;11;3;0.1;0.0;0.9;0;0;0;0.0;1.0;3
181921426;Not_medal;5_green;8.101300479123887;60 days;1;1;3;12.0;0.0;0.0;0.0;419;388;31;0.08;0.01;0.91;1;3;0;1.0;0.0;9
183117677;Not_medal;5_green;8.05201916495551;365 days;1;1;4;36.0;0.0;0.0;0.0;160;147;13;0.07;0.05;0.88;3;3;4;0.0;1.0;3
185444994;Not_medal;5_green;7.967145790554415;60 days;2;1;125;36.0;0.5000000000000004;2.500000000000002;4.500000000000004;13158;12246;912;0.16;0.04;0.8;66;20;34;0.0;1.0;1
187008045;Not_medal;5_green;7.906913073237509;60 days;1;1;5;12.0;0.0;0.0;0.0;652;622;30;0.0;0.0;1.0;1;2;0;1.0;0.0;9
187952319;Not_medal;5_green;7.871321013004791;365 days;1;1;0;36.0;0.0;0.0;0.0;132;120;12;0.0;0.0;1.0;1;7;1;0.0;1.0;3
189052243;platinum;5_green;7.832991101984942;60 days;3;2;33;36.0;3.333333333333333;16.666666666666664;27.333333333333336;28815;27153;1662;0.09000000000000001;0.03;0.88;30;6;0;0.0;1.0;4
190930068;platinum;5_green;7.767282683093772;60 days;2;1;55;36.0;0.0;0.0;0.0;16182;15514;668;0.01;0.02;0.97;10;20;6;0.0;1.0;4
191222360;platinum;5_green;7.756331279945243;60 days;1;1;500;36.0;0.0;0.0;0.0;91856;87765;4091;0.03;0.02;0.95;103;31;30;0.0;1.0;4
191392564;gold;5_green;7.748117727583847;60 days;1;1;5;36.0;10.999999999999998;10.999999999999998;10.999999999999998;2794;2684;110;0.02;0.01;0.97;1;0;0;0.0;1.0;0
193264204;platinum;5_green;7.682409308692677;60 days;1;1;150;12.0;0.0;0.0;0.0;30209;28189;2020;0.19;0.08;0.73;92;69;25;1.0;0.0;2
202508947;silver;5_green;7.40041067761807;60 days;1;1;5;36.0;0.0;0.0;0.0;1722;1639;83;0.08;0.02;0.9;1;6;2;0.0;1.0;5
203213641;platinum;5_green;3.863107460643395;60 days;2;1;750;36.0;5.5000000000000036;7.500000000000002;9.499999999999998;26580;25186;1394;0.03;0.01;0.96;8;0;0;0.0;1.0;4
204229666;silver;5_green;7.345653661875428;60 days;6;3;10;36.0;0.0;0.0;0.0;1290;1236;54;0.04;0.03;0.93;0;6;0;0.0;1.0;5
205036097;silver;5_green;7.321013004791239;60 days;5;1;15;36.0;0.0;0.0;0.0;2485;2310;175;0.0;0.0;1.0;0;0;0;0.0;1.0;5
205606809;platinum;5_green;7.301848049281314;60 days;8;1;198;36.0;0.0;11.5;14.600000000000001;87928;82896;5032;0.07;0.04;0.89;96;184;32;0.0;1.0;4
206275228;platinum;5_green;7.282683093771389;60 days;2;1;750;36.0;21.26681479373488;22.0792029839456;22.89159117415632;56066;53936;2130;0.02;0.02;0.96;48;20;6;0.0;1.0;4
207591665;silver;5_green;7.24435318275154;60 days;13;2;237;34.15384615384615;0.0;0.0;0.0;12519;11726;793;0.19;0.09;0.72;26;0;0;0.07692307692307693;0.9230769230769231;5
213973635;Not_medal;5_green;7.047227926078029;365 days;1;1;1;36.0;16.000000000000004;16.000000000000004;16.000000000000004;108;105;3;0.01;0.0;0.99;2;5;1;0.0;1.0;3
215687279;Not_medal;5_green;5.2265571526351815;60 days;1;1;5;36.0;0.0;0.0;0.0;215;203;12;0.0;0.05;0.95;1;2;0;0.0;1.0;1
218237182;Not_medal;5_green;6.937713894592744;60 days;1;1;0;36.0;0.0;0.0;0.0;10297;9495;802;0.04;0.02;0.94;35;40;17;0.0;1.0;1
222469874;silver;5_green;6.850102669404517;60 days;1;1;5;36.0;0.0;0.0;0.0;1021;976;45;0.02;0.03;0.95;4;0;1;0.0;1.0;5
224855110;gold;5_green;6.803559206023272;60 days;9;1;116;33.333333333333336;0.0;0.0;0.0;13428;12384;1044;0.15;0.08;0.77;45;153;27;0.1111111111111111;0.8888888888888888;0
227270657;Not_medal;5_green;6.737850787132102;60 days;1;1;4;36.0;0.0;0.0;0.0;460;420;40;0.1;0.0;0.9;1;0;2;0.0;1.0;1
227690003;Not_medal;5_green;6.7268993839835725;365 days;1;1;2;36.0;0.0;0.0;0.0;251;235;16;0.0;0.0;1.0;1;12;3;0.0;1.0;3
228960446;silver;5_green;6.691307323750856;60 days;1;1;5;36.0;0.0;0.0;0.0;1163;1115;48;0.03;0.01;0.96;1;3;0;0.0;1.0;5
235156897;silver;5_green;6.524298425735798;60 days;1;1;200;36.0;0.0;0.0;0.0;1143;1086;57;0.04;0.0;0.96;1;3;0;0.0;1.0;5
235708429;Not_medal;5_green;6.510609171800137;60 days;2;1;0;36.0;3.745271122320304;3.745271122320304;3.745271122320304;730;672;58;0.05;0.04;0.91;12;12;4;0.0;1.0;1
238038329;platinum;5_green;6.453114305270363;60 days;17;2;162;36.0;7.763125677708212;33.815441026685676;44.49647551257722;206431;194531;11900;0.11;0.06;0.83;578;2448;187;0.0;1.0;4
241492796;Not_medal;4_light_green;6.357289527720739;365 days;1;1;1;12.0;0.0;0.0;0.0;24;22;2;0.0;0.18;0.82;0;0;0;1.0;0.0;6
243236006;Not_medal;5_green;6.310746064339494;60 days;2;1;255;36.0;0.5000000000000004;2.500000000000002;4.500000000000004;1510;1376;134;0.18;0.12;0.7;16;14;8;0.0;1.0;1
244067605;silver;5_green;6.288843258042436;60 days;7;2;113;36.0;0.0;0.0;0.0;10780;10010;770;0.05;0.0;0.95;35;84;0;0.0;1.0;5
245110715;silver;5_green;6.261464750171116;60 days;1;1;500;12.0;0.0;0.0;0.0;4698;4519;179;0.02;0.01;0.97;1;0;0;1.0;0.0;2
245746121;Not_medal;5_green;6.242299794661191;60 days;1;1;50;36.0;0.0;0.0;0.0;374;354;20;0.0;0.0;1.0;0;3;0;0.0;1.0;1
248200778;silver;5_green;6.193018480492813;60 days;28;1;95;36.0;0.0;0.0;0.0;12460;11004;1456;0.09;0.05;0.86;0;0;0;0.0;1.0;5
250866816;gold;5_green;6.154688569472964;60 days;1;1;25;36.0;0.0;0.0;0.0;910;873;37;0.04;0.01;0.95;4;3;2;0.0;1.0;0
252085756;silver;5_green;6.12457221081451;60 days;1;1;500;36.0;0.0;0.0;0.0;2579;2484;95;0.02;0.03;0.95;1;0;0;0.0;1.0;5
252890020;platinum;5_green;6.113620807665982;60 days;1;1;50;36.0;0.0;0.0;0.0;2824;2737;87;0.07;0.02;0.91;5;2;0;0.0;1.0;4
256346348;silver;5_green;6.050650239561944;60 days;1;1;25;36.0;0.0;0.0;0.0;1136;1068;68;0.0;0.01;0.99;0;8;1;0.0;1.0;5
257375285;Not_medal;5_green;6.026009582477755;60 days;4;3;2;36.0;0.0;0.0;0.0;348;324;24;0.0;0.0;1.0;0;0;0;0.0;1.0;1
261809885;platinum;5_green;5.932922655715264;60 days;1;1;500;36.0;0.0;0.0;0.0;10225;9710;515;0.1;0.03;0.87;23;22;1;0.0;1.0;4
264865901;platinum;5_green;5.867214236824093;60 days;1;1;0;36.0;0.0;0.0;0.0;3972;3765;207;0.06;0.05;0.89;11;21;0;0.0;1.0;4
273074877;silver;5_green;5.713894592744696;60 days;3;2;35;36.0;0.0;0.0;0.0;7209;6870;339;0.01;0.0;0.9899999999999999;6;42;0;0.0;1.0;5
277824860;Not_medal;5_green;5.634496919917864;365 days;4;1;12;36.0;0.0;0.0;0.0;912;844;68;0.01;0.01;0.98;16;8;0;0.0;1.0;3
280237581;Not_medal;5_green;5.229295003422314;365 days;1;1;50;36.0;0.0;0.0;0.0;445;426;19;0.0;0.01;0.99;3;1;0;0.0;1.0;3
282267852;platinum;5_green;5.560574948665297;60 days;1;1;25;36.0;0.0;0.0;0.0;6624;6121;503;0.07;0.04;0.89;15;19;10;0.0;1.0;4
289102277;Not_medal;5_green;5.478439425051334;60 days;3;2;7;36.0;0.0;0.0;4.0000000000000036;375;339;36;0.49;0.0;0.51;6;3;0;0.0;1.0;1
296020683;silver;5_green;5.374401095140315;60 days;1;1;5;36.0;0.0;0.0;0.0;1328;1256;72;0.06;0.0;0.94;0;0;0;0.0;1.0;5
300933152;Not_medal;3_yellow;5.308692676249144;365 days;1;1;3;36.0;0.0;0.0;0.0;78;71;7;0.0;0.0;1.0;0;0;3;0.0;1.0;3
302612225;Not_medal;3_yellow;5.281314168377824;365 days;1;1;1;36.0;0.0;0.0;0.0;406;350;56;0.05;0.01;0.94;8;42;5;0.0;1.0;3
302857549;Not_medal;5_green;5.278576317590692;60 days;1;1;5;36.0;0.0;0.0;0.0;12063;11241;822;0.07;0.05;0.88;37;30;9;0.0;1.0;1
306335024;Not_medal;5_green;5.232032854209446;365 days;1;1;4;12.0;0.0;0.0;0.0;11;10;1;0.0;0.0;1.0;0;0;0;1.0;0.0;6
306858574;Not_medal;5_green;5.2265571526351815;365 days;7;2;18;12.0;0.0;0.0;0.0;266;238;28;0.0;0.0;1.0;0;0;0;1.0;0.0;6
306914978;gold;5_green;5.2265571526351815;60 days;1;1;500;12.0;5.000000000000004;5.000000000000004;5.000000000000004;9708;9218;490;0.02;0.02;0.96;10;2;0;1.0;0.0;7
310122679;platinum;5_green;5.1854893908282;60 days;4;4;705;36.0;0.0;0.0;0.0;100148;94608;5540;0.05;0.03;0.92;184;36;56;0.0;1.0;4
312653921;Not_medal;5_green;5.152635181382615;60 days;2;1;7;12.0;0.8999999999999997;4.499999999999998;8.099999999999998;1066;1010;56;0.05;0.0;0.95;0;0;0;1.0;0.0;9
312658824;silver;5_green;5.152635181382615;60 days;4;1;11;18.0;0.0;0.0;6.299999999999999;4708;4468;240;0.04;0.02;0.94;0;4;0;0.75;0.25;2
312957388;gold;5_green;5.149897330595483;60 days;1;1;5;36.0;0.0;0.0;0.0;3530;3381;149;0.02;0.01;0.97;2;1;0;0.0;1.0;0
313798021;Not_medal;5_green;5.138945927446954;60 days;1;1;5;36.0;0.0;0.0;0.0;2552;2331;221;0.13;0.06;0.81;9;7;8;0.0;1.0;1
